Id,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,Quality
307,7.4,0.29,0.5,1.8,42,35,127,0.9937,3.45,0.5,10.2,Good
2883,5.8,0.31,0.32,4.5,24,28,94,0.98906,3.25,0.52,13.7,Good
1022,6.7,0.24,0.41,2.9,39,48,122,0.99052,3.25,0.43,12,Disappointing
2033,9,0.43,0.3,1.5,0.05,7,175,0.9951,3.11,0.45,9.7,Disappointing
174,7.6,0.23,0.29,8.6,53,65,146,0.9963,3.11,0.32,9.8,Good
2953,6.6,0.24,0.38,12.75,34,8,74,0.99386,3.1,0.57,12.9,Good
4604,6,0.2,0.26,6.8,49,22,93,0.9928,3.15,0.42,11,Good
2862,7,0.21,0.28,8.6,45,37,221,0.9954,3.25,0.54,10.4,Good
4301,6.5,0.34,0.46,1,23,6,80,0.98865,3.15,0.54,12.9,Good
4107,7,0.2,0.37,2,0.03,26,136,0.9932,3.28,0.61,10.2,Good
4473,6.7,0.34,0.26,1.9,38,58,138,0.9893,3,0.47,12.2,Good
3075,6.8,0.19,0.33,1.3,31,22,87,0.98987,3.08,0.62,12.3,Good
2572,7.1,0.44,0.37,2.7,41,35,128,0.9896,3.07,0.43,13.5,Good
1603,7.3,0.35,0.67,8.3,53,10,100,0.9959,3.19,0.5,10.9,Disappointing
2886,6,0.27,0.32,3.6,35,36,133,0.99215,3.23,0.46,10.8,Good
1589,8.9,0.3,0.35,4.6,32,32,148,0.99458,3.15,0.45,11.5,Good
2274,6.4,0.25,0.57,1,62,21,122,0.99238,3,0.4,9.5,Disappointing
1224,7.4,0.19,0.31,14.5,45,39,193,0.9986,3.1,0.5,9.2,Good
2473,8.6,0.22,0.33,1.2,31,38,95,0.99239,2.83,0.31,10.3,Disappointing
4317,7,0.2,0.3,6.1,37,31,120,0.9939,3.24,0.51,10.8,Disappointing
4164,7.7,0.32,0.61,11.8,41,66,188,0.99794,3,0.54,9.3,Disappointing
1554,6.5,0.3,0.28,11.45,41,29,109,0.99418,2.98,0.3,10.9,Good
1742,6.2,0.25,0.38,7.9,45,54,208,0.99572,3.17,0.46,9.1,Disappointing
3398,6.2,0.33,0.19,5.6,42,22,143,0.99425,3.15,0.63,9.9,Disappointing
3901,6,0.25,0.28,7.7,53,37,132,0.99489,3.06,0.5,9.4,Good
4226,7,0.12,0.32,7.2,58,22,89,0.9966,3.29,0.38,9.2,Good
2503,6.1,0.32,0.33,10.7,36,27,98,0.99521,3.34,0.52,10.2,Good
922,8.4,0.27,0.46,8.7,48,39,197,0.9974,3.14,0.59,9.6,Good
3684,7.4,0.44,0.2,11.5,49,44,157,998,3.27,0.44,9,Disappointing
1706,6.6,0.41,0.24,4.9,158,47,144,0.99471,3.17,0.49,9.4,Disappointing
2550,6.7,0.5,0.36,11.5,96,18,92,0.99642,3.11,0.49,9.6,Disappointing
381,7.6,0.23,0.4,5.2,66,14,91,0.99488,3.17,0.8,9.7,Disappointing
788,7,0.32,0.34,1.3,42,20,69,0.9912,3.31,0.65,12,Good
3610,6.8,0.23,0.3,1.7,43,19,95,0.99207,3.17,0.46,10.7,Good
2164,6.3,0.2,0.58,1.4,204,15,97,0.9931,3.16,0.43,10,Good
1552,6.8,0.28,0.29,11.9,52,51,149,0.99544,3.02,0.58,10.4,Good
2208,6.4,0.28,0.23,6,51,50,162,994,3.15,0.52,10.2,Disappointing
503,7.3,0.18,0.65,1.4,46,28,157,0.9946,3.33,0.62,9.4,Good
1895,6.9,0.22,0.32,9.3,0.04,22,110,0.9958,3.34,0.54,10.7,Good
709,6.9,0.22,0.37,15,53,59,178,0.9992,3.37,0.82,9.5,Good
915,5.3,0.26,0.23,5.15,34,48,160,0.9952,3.82,0.51,10.5,Good
3074,7.2,0.24,0.4,1.4,45,31,106,0.9914,2.88,0.38,10.8,Good
2580,6.9,0.29,0.23,8.6,56,56,215,0.9967,3.17,0.44,8.8,Disappointing
3926,5.5,0.32,0.45,4.9,28,25,191,0.9922,3.51,0.49,11.5,Good
526,6.7,0.2,0.3,1.4,25,17,76,0.99104,3.11,0.44,11,Good
1712,6.4,0.24,0.49,5.8,53,25,120,0.9942,3.01,0.98,10.5,Good
1859,6.9,0.32,0.15,8.1,46,51,180,0.9958,3.13,0.45,8.9,Disappointing
2060,7.6,0.13,0.34,9.3,62,40,126,0.9966,3.21,0.39,9.6,Disappointing
4221,6.7,0.19,0.39,1,32,14,71,0.98912,3.31,0.38,13,Good
4031,7.7,0.18,0.53,1.2,41,42,167,0.9908,3.11,0.44,11.9,Disappointing
4411,7.8,0.39,0.26,9.9,59,33,181,0.9955,3.04,0.42,10.9,Good
3436,6.4,0.24,0.32,14.9,47,54,162,0.9968,3.28,0.5,10.2,Good
1101,6.2,0.33,0.41,16.8,37,58,173,0.99882,3.25,0.57,9.4,Good
2900,6.4,0.22,0.56,14.5,55,27,159,998,2.98,0.4,9.1,Disappointing
4005,6.9,0.28,0.4,8.2,36,15,95,0.9944,3.17,0.33,10.2,Disappointing
3818,7.3,0.22,0.49,9.4,34,29,134,0.9939,2.99,0.32,11,Good
1896,7.6,0.31,0.52,13.2,42,61,148,0.99839,2.98,0.47,9.1,Good
983,6.6,0.26,0.24,7.2,38,28,137,0.9952,3.35,0.6,10.4,Good
4583,5.2,0.44,0.04,1.4,36,43,119,0.9894,3.36,0.33,12.1,Good
4220,6.1,0.16,0.27,12.6,64,63,162,0.9994,3.66,0.43,8.9,Disappointing
4563,5.5,0.28,0.21,1.6,32,23,85,0.99027,3.42,0.42,12.5,Disappointing
507,6.5,0.21,0.28,1.4,46,26,66,0.99199,3.43,0.48,11.1,Good
3288,7.4,0.19,0.49,6.7,37,15,110,0.9938,3.2,0.38,11,Good
4335,6,0.24,0.32,6.3,0.03,34,129,0.9946,3.52,0.41,10.4,Disappointing
4457,6.2,0.25,0.31,3.2,0.03,32,150,0.99014,3.18,0.31,12,Good
486,6.7,0.27,0.12,1.3,41,62,138,0.9921,3.21,0.42,10,Good
3331,5.2,0.5,0.18,2,36,23,129,0.98949,3.36,0.77,13.4,Good
2418,7.8,0.26,0.44,1.3,37,43,132,0.9944,3.18,0.65,10,Disappointing
4101,6.9,0.43,0.28,9.4,56,29,183,0.99594,3.17,0.43,9.4,Disappointing
2384,5.6,695,0.06,6.8,42,9,84,0.99432,3.44,0.44,10.2,Disappointing
3947,5.8,0.13,0.26,5.1,39,19,103,0.99478,3.36,0.47,9.3,Good
2985,7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,Good
3579,7.2,0.28,0.3,10.7,44,61,222,0.9972,3.14,0.5,9.1,Good
2494,6.7,0.18,0.31,10.6,35,42,143,0.99572,3.08,0.49,9.8,Good
1718,6.6,0.29,0.29,1.8,36,38,102,0.98819,3.08,0.42,13.7,Good
3560,6.6,0.32,0.47,15.6,63,27,173,0.99872,3.18,0.56,9,Disappointing
2522,7,0.16,0.26,7.3,47,30,220,0.99622,3.38,0.58,10.1,Good
4276,6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,Disappointing
3952,6.2,0.35,0.29,7.3,44,56,244,0.9956,3.36,0.55,10,Good
59,7.3,0.19,0.27,13.9,57,45,155,0.99807,2.94,0.41,8.8,Good
3959,6.6,425,0.25,2.35,34,23,87,0.99082,3.05,0.41,11.4,Good
1920,6.8,0.27,0.3,13,47,69,160,0.99705,3.16,0.5,9.6,Good
227,6.8,0.22,0.36,1.2,52,38,127,0.9933,3.04,0.54,9.2,Disappointing
2791,7.2,0.23,0.38,14.3,58,55,194,0.9979,3.09,0.44,9,Good
4042,6.5,0.26,0.32,6.65,59,34,104,0.99254,3.18,0.42,11.1,Disappointing
1294,7.2,0.27,0.37,5.4,26,27,114,0.99174,3.13,0.84,12.7,Disappointing
1431,7,0.13,0.37,12.85,42,36,105,0.99581,3.05,0.55,10.7,Good
3454,6.6,0.22,0.35,1.4,0.05,23,83,0.99019,3.17,0.48,12,Good
2393,6.4,0.24,0.28,11.5,0.05,34,163,0.9969,3.31,0.45,9.5,Disappointing
3241,8.3,0.28,0.27,17.5,45,48,253,1.00014,3.02,0.56,9.1,Good
1550,7.5,0.33,0.36,2.6,51,26,126,0.99097,3.32,0.53,12.7,Good
2644,7.6,0.23,0.64,12.9,33,54,170,998,3,0.53,8.8,Disappointing
740,7.2,0.23,0.32,8.5,58,47,186,0.9956,3.19,0.4,9.9,Good
1980,7.2,0.46,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7,Disappointing
3374,7,0.2,0.74,0.8,44,19,163,0.9931,3.46,0.53,10.2,Disappointing
4154,7,0.29,0.37,4.9,34,26,127,0.9928,3.17,0.44,10.8,Good
1146,6.4,105,0.29,1.1,35,44,140,0.99142,3.17,0.55,10.7,Good
1610,8.9,0.13,0.49,1,28,6,24,0.9926,2.91,0.32,9.9,Disappointing
3321,6.6,0.25,0.35,2.9,34,38,121,0.99008,3.19,0.4,12.8,Good
4472,6,0.2,0.26,14.7,45,53,125,0.998365,2.99,0.69,9.4,Good
1639,7.1,0.39,0.35,12.5,44,26,72,0.9941,3.17,0.29,11.6,Disappointing
3119,8,0.2,0.4,5.2,55,41,167,0.9953,3.18,0.4,10.6,Good
906,5.5,0.14,0.27,4.6,29,22,104,0.9949,3.34,0.44,9,Disappointing
1435,7.2,0.16,0.32,0.8,0.04,50,121,0.9922,3.27,0.33,10,Good
450,6.6,0.28,0.34,0.8,37,42,119,0.9888,3.03,0.37,12.5,Good
872,6.4,0.27,0.32,4.5,0.24,61,174,0.9948,3.12,0.48,9.4,Disappointing
2570,7.6,0.22,0.28,12,56,68,143,0.9983,2.99,0.3,9.2,Good
3712,8,0.45,0.28,10.8,51,25,157,0.9957,3.06,0.47,11.4,Good
3109,6.8,0.37,0.28,4,0.03,29,79,0.99,3.23,0.46,12.4,Good
4552,6.7,0.22,0.39,1.2,49,26,152,0.99346,3.5,0.47,10,Good
1960,6.3,0.23,0.31,1.5,22,11,82,0.9892,3.3,0.4,12.9,Good
684,6.5,0.32,0.48,8,26,18,88,0.99144,3.22,0.79,12.7,Disappointing
3665,6,0.22,0.25,11.1,56,112,177,0.9961,3.08,0.36,9.4,Good
3802,7.8,0.28,0.34,1.6,28,32,118,0.9901,3,0.38,12.1,Good
3611,7.8,0.27,0.58,11.2,36,44,161,0.9977,3.06,0.41,8.9,Good
1956,6.9,0.23,0.35,6.9,0.03,45,116,0.99244,2.8,0.54,11,Good
4006,7,0.53,0.43,6.1,29,6,76,0.99118,3.08,0.5,12.5,Good
2966,7.4,0.19,0.3,12.8,53,48.5,229,0.9986,3.14,0.49,9.1,Good
1868,8,0.17,0.29,2.4,29,52,119,0.98944,3.03,0.33,12.9,Good
4485,7.3,0.32,0.23,13.7,0.05,49,197,0.9985,3.2,0.46,8.7,Disappointing
4635,7.3,0.28,0.54,12.9,49,62,162.5,0.9984,3.06,0.45,9.1,Good
1775,6.7,0.34,0.31,16.4,51,20,146,0.99834,3.06,0.54,9.1,Disappointing
4439,6.9,0.32,0.27,16,34,58,185,0.99938,3.34,0.6,9,Good
1995,6.3,0.35,0.3,5.7,35,8,97,0.9927,3.27,0.41,11,Good
2192,6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,Disappointing
2455,6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,Good
3555,6.9,0.29,0.25,12.2,0.04,29,136,0.99552,3.05,0.65,10.4,Good
4127,6.6,0.32,0.22,16.7,46,38,133,0.9979,3.22,0.67,10.4,Good
984,7.8,0.32,0.33,10.4,31,,194,0.99692,3.07,0.58,9.6,Good
952,7.5,0.23,0.68,11,47,37,133,0.9978,2.99,0.38,8.8,Disappointing
1616,7.5,0.23,0.32,9.2,38,54,191,0.9966,3.04,0.56,9.7,Good
1584,5.6,0.34,0.1,1.3,31,20,68,0.9906,3.36,0.51,11.2,Good
1453,7.8,0.32,0.33,10.4,31,47,194,0.99692,3.07,0.58,9.6,Good
2108,5.9,0.23,0.28,8.6,46,37,142,0.99432,3.23,0.53,10.6,Good
1384,6.9,0.32,0.26,8.3,53,32,180,0.9965,3.25,0.51,9.2,Good
1393,14.2,0.27,0.49,1.1,37,33,156,992,3.15,0.54,11.1,Good
4082,5.9,0.29,0.28,3.2,35,16,117,0.98959,3.26,0.42,12.6,Good
2314,6.6,0.2,0.27,10.9,38,29,130,0.99496,3.11,0.44,10.5,Good
610,6.7,0.41,0.01,2.8,48,39,137,0.9942,3.24,0.35,9.5,Disappointing
4615,6.3,0.25,0.53,1.8,21,41,101,0.989315,3.19,0.31,13,Good
304,6,0.22,0.28,1.1,34,47,90,0.98862,3.22,0.38,12.6,Good
283,7.7,0.44,0.24,11.2,31,41,167,0.9948,3.12,0.43,11.3,Good
2554,6.5,0.08,0.33,1.9,28,23,93,991,3.34,0.7,12,Good
3592,7.1,0.29,0.34,7.8,36,49,128,0.99397,3.21,0.4,10.7,Good
2932,7,0.15,0.28,14.7,51,29,149,0.99792,2.96,0.39,9,Good
4024,6.1,0.28,0.32,2.5,42,23,218.5,0.9935,3.27,0.6,9.8,Disappointing
2552,6.2,345,0.27,10.1,56,38,187,0.99486,3.31,0.56,10.6,Disappointing
1278,7.1,0.14,0.35,1.4,39,24,128,0.99212,2.97,0.68,10.4,Disappointing
2380,7,0.32,0.29,4.9,36,41,150,0.99168,3.38,0.43,12.2,Good
3883,6,0.23,0.15,9.7,48,101,207,0.99571,3.05,0.3,9.1,Disappointing
460,7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,Good
2894,6.4,0.26,0.42,9.7,44,30,140,0.9962,3.18,0.47,9.1,Good
3205,7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,Good
1538,8.1,0.17,0.44,14.1,53,43,145,1.0006,3.28,0.75,8.8,Good
2395,8,0.2,0.3,8.1,37,42,130,0.99379,3.1,0.67,11.8,Good
2125,7.6,0.36,0.48,13.5,38,44,116,0.9982,3.04,0.48,9.2,Disappointing
4648,6.2,0.76,0.01,3.2,41,18,120,0.99026,3.2,0.94,13.7,Good
1459,7,0.24,0.3,6.7,39,37,125,0.99436,3.2,0.39,9.9,Disappointing
1462,6.7,0.31,0.09,1.4,39,53,141,0.99206,3.12,0.44,10.1,Disappointing
1135,7.8,0.25,0.28,7.2,0.04,46,179,0.99541,3.14,0.6,10.1,Good
358,8.8,0.23,0.35,10.7,0.04,26,183,0.9984,2.93,0.49,9.1,Good
2675,7,0.23,0.36,13,51,72,177,0.9972,3.16,0.49,9.8,Disappointing
3276,6.8,0.33,0.31,7.4,45,34,143,0.99226,3.06,0.55,12.2,Good
2048,6.5,0.28,0.27,5.2,0.04,44,179,0.9948,3.19,0.69,9.4,Good
485,6.2,0.35,0.2,18.1,69,33,158,0.99908,3.15,0.5,8.8,Good
3324,6.4,0.32,0.35,4.8,0.03,34,101,0.9912,3.36,0.6,12.5,Good
1458,7.6,0.31,0.23,12.7,54,20,139,0.99836,3.16,0.5,9.7,Disappointing
4450,6.6,0.23,0.26,1.3,45,16,128,0.9934,3.36,0.6,10,Good
4374,6.7,0.28,0.28,2.4,12,36,100,0.99064,3.26,0.39,11.7,Good
1640,6.4,0.22,0.34,1.4,23,56,115,0.98958,3.18,0.7,11.7,Good
1593,7,0.22,0.33,2.1,52,15,76,993,3.2,0.41,10.6,Good
1533,8.4,0.22,0.3,8.9,24,17,118,0.99456,2.99,0.34,10.5,Good
1154,7.1,0.25,0.28,1.2,0.04,31,111,0.99174,3.18,0.53,11.1,Disappointing
519,7,0.29,0.54,10.7,46,59,234,0.9966,3.05,0.61,9.5,Disappointing
2901,5.8,315,0.19,19.4,31,28,106,0.99704,2.97,0.4,10.55,Good
3085,8.2,0.38,0.49,13.6,42,58,166,0.99855,3.1,0.54,9.4,Disappointing
708,7.1,0.64,0.49,1.8,0.05,17,128,0.9946,3.31,0.58,10.6,Disappointing
1677,7.1,0.28,0.26,2.8,39,50,118,0.9908,3.06,0.59,11.2,Good
927,6.6,0.56,0.16,3.1,45,28,92,994,3.12,0.35,9.1,Good
4620,8,0.16,0.36,1.5,33,14,122,0.9941,3.2,0.39,10.3,Disappointing
2818,5.7,0.28,0.3,3.9,26,36,105,0.98963,3.26,0.58,12.75,Good
1014,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,Good
1850,5.8,0.28,0.34,2.2,37,24,125,0.98986,3.36,0.33,12.8,Good
4487,6.9,0.4,0.22,5.95,81,76,303,0.99705,3.4,0.57,9.4,Disappointing
4518,6.6,0.23,0.32,1.7,24,26,102,0.99084,3.29,0.6,11.8,Good
4111,6.6,0.21,0.49,18.15,42,41,158,0.9997,3.28,0.39,8.7,Good
52,6.5,0.14,0.32,2.7,37,18,89,0.9924,3.4,0.74,11.5,Good
3636,7.4,0.34,0.28,12.1,49,31,149,0.99677,3.22,0.49,10.3,Disappointing
2884,7.2,0.23,0.39,2.3,33,29,102,0.9908,3.26,0.54,12.3,Good
3803,7.3,0.22,0.37,14.3,63,48,191,0.9978,2.89,0.38,9,Good
2706,6.9,0.19,0.39,8,28,22,84,994,3.11,0.66,10.8,Good
1692,5.8,0.27,0.2,7.3,0.04,42,145,0.99442,3.15,0.48,9.8,Disappointing
130,7.8,0.25,0.37,1,43,10,80,0.99128,3.08,0.38,11.4,Disappointing
2228,6,0.28,0.34,1.6,119,33,104,0.9921,3.19,0.38,10.2,Good
1461,6.6,0.28,0.42,8.2,44,60,196,0.99562,3.14,0.48,9.4,Disappointing
4184,6.3,0.37,0.37,1.5,24,12,76,0.98876,2.94,0.39,12.3,Good
3845,6,0.31,0.27,2.3,42,19,120,0.98952,3.32,0.41,12.7,Good
37,6,0.16,0.27,12,0.03,39,98,0.99402,3.15,0.34,10.8,Disappointing
93,7.6,0.31,0.49,3.95,44,27,131,0.9912,3.08,0.67,12.8,Good
3961,7.2,0.24,0.28,1.9,32,30,92,0.9914,3.1,0.39,10.9,Good
4649,6.3,0.24,0.29,1.6,52,48,185,0.9934,3.21,0.5,9.4,Disappointing
418,4.4,0.32,0.39,4.3,0.03,31,127,0.98904,3.46,0.36,12.8,Good
1646,6,0.31,0.27,2.3,42,19,120,0.98952,3.32,0.41,12.7,Good
1493,8,0.28,0.3,8.4,0.03,35,115,0.99192,2.93,0.42,12.3,Good
4255,7.3,0.19,0.27,13.9,57,45,155,0.99807,2.94,0.41,8.8,Good
1424,6.4,0.16,0.42,1,36,29,113,0.9908,3.18,0.52,11,Good
2024,7.8,0.22,0.38,10.3,59,28,99,0.9967,3.12,0.47,10,Good
847,6.3,0.24,0.22,11.9,0.05,65,179,0.99659,3.06,0.58,9.3,Good
173,5.7,0.25,0.26,12.5,49,52.5,106,0.99691,3.08,0.45,9.4,Good
3513,6.3,0.27,0.23,2.9,47,13,100,0.9936,3.28,0.43,9.8,Disappointing
4020,7,0.17,0.37,5.7,25,29,111,0.9938,3.2,0.49,10.8,Good
2185,6,0.45,0.42,1.1,51,61,197,0.9932,3.02,0.4,9,Disappointing
3408,6.4,0.24,0.29,11.4,51,32,166,0.9968,3.31,0.45,9.5,Disappointing
3870,8,0.23,0.37,9.6,54,23,159,0.99795,3.32,0.47,,Disappointing
4182,6.6,0.12,0.25,1.4,39,21,131,0.99114,3.2,0.45,11.2,Good
3655,6.4,0.22,0.32,7.2,28,15,83,993,3.13,0.55,10.9,Good
319,8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,Disappointing
3835,6.9,0.43,0.28,9.4,56,29,183,0.99594,3.17,0.43,9.4,Disappointing
473,7.6,0.33,0.41,13.7,45,44,197,0.9989,3.18,0.64,9.1,Disappointing
818,7.8,0.28,0.32,9,36,34,115,0.9952,3.17,0.39,10.3,Good
1215,6.9,0.25,0.29,2.4,38,28,76,0.99088,3.01,0.36,11.7,Good
2201,5.9,0.54,0,0.8,32,12,82,0.99286,3.25,0.36,8.8,Disappointing
712,8,0.36,0.43,10.1,53,29,146,0.9982,3.4,0.46,9.5,Good
1020,7.4,0.2,0.37,16.95,48,43,190,0.9995,3.03,0.42,9.2,Good
293,6.8,0.24,0.34,4.6,32,37,135,0.9927,3.2,0.39,10.6,Disappointing
2310,8.7,0.23,0.32,13.4,44,35,169,0.99975,3.12,0.47,8.8,Good
3102,6.7,0.27,0.25,8,53,54,202,0.9961,3.22,0.43,9.3,Disappointing
4023,7.1,0.26,0.34,14.4,67,35,189,0.9986,3.07,0.53,9.1,Good
3632,6.6,0.39,0.38,9.7,53,49,226,0.99787,3.3,0.57,9.4,Good
4341,7.7,0.39,0.34,10,56,35,178,0.9974,3.26,0.6,10.2,Disappointing
2699,6.1,0.23,0.45,10.6,94,49,169,0.99699,3.05,0.54,8.8,Disappointing
1613,6.6,0.22,0.37,1.6,0.04,31,101,0.99009,3.15,0.66,12,Disappointing
749,7,0.23,0.32,1.8,48,25,113,0.9915,3.11,0.47,11.1,Good
939,6.7,0.3,0.44,18.75,57,65,224,0.99956,3.11,0.53,9.1,Disappointing
1566,8.4,0.35,0.71,12.2,46,22,160,0.9982,2.98,0.65,9.4,Disappointing
356,6,555,0.26,4.5,53,17,126,0.9943,3.24,0.46,9.1,Disappointing
120,7.2,0.47,0.65,8.3,83,27,182,0.9964,3,0.35,9.2,Disappointing
2285,5.7,0.16,0.26,6.3,43,28,113,0.9936,3.06,0.58,9.9,Good
3924,7.1,0.12,0.32,9.6,54,64,162,0.9962,3.4,0.41,9.4,Disappointing
2962,6,0.18,0.27,1.5,89,40,143,0.9923,3.49,0.62,10.8,Good
3774,9.2,0.16,0.49,2,44,18,107,0.99514,3.1,0.53,10.2,Disappointing
1687,6,0.26,0.29,3.1,41,37,144,0.98944,3.22,0.39,12.8,Good
4291,7.1,0.46,0.23,13.7,45,44,192,0.9981,3.11,0.53,9.4,Disappointing
2789,7.8,0.28,0.49,1.3,46,27,142,0.9936,3.09,0.59,10.2,Disappointing
1377,7,0.15,0.34,1.4,39,21,177,0.9927,3.32,0.62,10.8,Disappointing
4345,6.6,0.25,0.51,8,47,61,189,0.99604,3.22,0.49,9.2,Disappointing
769,6.7,325,0.82,1.2,152,49,120,0.99312,2.99,0.38,9.2,Disappointing
3501,6.8,0.18,0.28,9.8,39,29,113,0.99406,3.11,0.45,10.9,Good
1622,7.4,0.18,0.3,8.8,64,26,103,0.9961,2.94,0.56,9.3,Disappointing
1116,7.9,0.28,0.41,2,44,50,152,0.9934,3.45,0.49,10.7,Good
3088,6.6,0.33,0.31,1.3,0.02,29,89,0.99035,3.26,0.44,12.4,Good
2543,5.8,0.23,0.27,1.8,43,24,69,0.9933,3.38,0.31,9.4,Good
3893,6.2,0.12,0.26,5.7,44,56,158,0.9951,3.52,0.37,10.5,Good
867,6.1,0.17,0.28,4.5,33,46,150,0.9933,3.43,0.49,10.9,Good
1883,6.3,0.23,0.21,5.1,35,29,142,0.9942,3.36,0.33,10.1,Good
2709,7.3,0.19,0.27,13.9,57,45,155,0.99807,2.94,0.41,8.8,Good
1793,8.7,0.49,0.57,17.8,52,34,243,1.0007,2.98,0.82,9,Disappointing
1710,8.2,0.21,0.48,1.4,41,11,99,0.9958,3.17,0.57,9.9,Disappointing
1806,5.6,0.22,0.32,1.2,24,29,97,0.98823,3.2,0.46,13.05,Good
2184,7.2,0.14,0.35,1.2,36,15,73,0.9938,3.46,0.39,9.9,Disappointing
1769,7,0.32,0.35,1.5,39,24,125,0.9918,3.17,0.64,12.2,Good
700,8,0.34,0.49,9,33,39,180,0.9936,3.13,0.38,12.3,Good
4397,8.5,0.19,0.48,1.1,26,23,58,0.99184,2.9,0.5,10.5,Good
3172,6.3,0.27,0.51,7.6,49,35,200,0.99548,3.16,0.54,9.4,Disappointing
273,6.5,0.28,0.34,9.9,38,30,133,0.9954,3.11,0.44,9.8,Disappointing
4021,7.2,0.32,0.47,5.1,44,19,65,991,3.03,0.41,12.6,Disappointing
3098,6.5,0.29,0.3,9.15,51,25,166,0.99339,3.24,0.56,11.35,Good
1173,7,0.16,0.26,6.85,47,30,220,0.99622,3.38,0.58,10.1,Good
4346,6.4,0.36,0.2,5.7,118,61,172,0.9946,3.24,0.43,9.5,Good
1678,7.7,0.31,0.23,2,69,29,134,0.99382,3.11,0.62,9.8,Disappointing
2715,6.4,595,0.14,5.2,58,15,97,0.9951,3.38,0.36,9,Disappointing
4074,7.1,0.23,0.35,16.5,0.04,60,171,999,3.16,0.59,9.1,Good
3460,8.5,0.21,0.26,9.25,34,73,142,0.9945,3.05,0.37,11.4,Good
3389,6.5,0.23,0.39,1.9,36,41,98,0.99,3.19,0.43,11.9,Good
4244,6.6,0.38,0.15,4.6,44,25,78,0.9931,3.11,0.38,10.2,Good
4653,7.1,0.39,0.39,11.1,34,25,204,0.99616,3.05,0.52,10,Good
904,7.5,0.3,0.32,1.4,32,31,161,0.99154,2.95,0.42,10.5,Disappointing
3542,9.4,0.26,0.53,1.2,47,25,109,0.9921,3.23,0.28,12.5,Good
1454,6.8,0.37,0.51,11.8,44,62,163,0.9976,3.19,0.44,8.8,Disappointing
783,6.6,0.38,0.15,4.6,44,25,78,0.9931,3.11,0.38,10.2,Good
4501,5.2,0.31,0.36,5.1,31,46,145,0.9897,3.14,0.31,12.4,Good
2028,7.8,0.4,0.49,7.8,0.06,34,162,0.9966,3.26,0.58,11.3,Good
109,8,0.23,0.35,9.2,44,53,186,997,3.09,0.56,9.5,Good
71,6,0.25,0.4,5.7,52,56,152,0.99398,3.16,0.88,10.5,Good
1194,6.9,0.15,0.29,2.3,33,14,82,0.99132,3.1,0.58,11.2,Good
913,5.8,0.54,0,1.4,33,40,107,0.98918,3.26,0.35,12.4,Disappointing
81,7.4,0.22,0.33,2,45,31,101,0.9931,3.42,0.55,11.4,Disappointing
2731,6.4,0.43,0.32,1.4,48,10,67,992,3.08,0.41,11.4,Disappointing
4535,5.1,0.33,0.22,1.6,27,18,89,0.9893,3.51,0.38,12.5,Good
2464,6.2,0.37,0.3,6.6,346,79,200,0.9954,3.29,0.58,9.6,Disappointing
182,7,0.2,0.49,5.9,38,39,128,0.9938,3.21,0.48,10.8,Good
2342,7.2,0.2,0.22,1.6,44,17,101,0.99471,3.37,0.53,,Disappointing
3588,6.5,0.37,0.33,3.9,27,40,130,0.9906,3.28,0.39,12.7,Good
1138,6.5,0.35,0.31,10.2,69,58,170,0.99692,3.18,0.49,9.4,Disappointing
1434,6.3,0.27,0.51,7.6,49,35,200,0.99548,3.16,0.54,9.4,Disappointing
116,6.7,0.28,0.14,1.4,43,64,159,992,3.17,0.39,10,Disappointing
1746,7.4,0.34,0.42,1.1,33,17,171,0.9917,3.12,0.53,11.3,Good
3806,6.6,0.25,0.39,1.45,0.04,40,89,0.9911,3.35,0.4,11.4,Good
2834,5.8,0.3,0.12,1.6,36,57,163,0.99239,3.38,0.59,10.5,Good
1450,6.5,0.26,0.28,12.5,46,80,225,0.99685,3.18,0.41,10,Good
3318,7.3,0.13,0.32,14.4,51,34,109,0.9974,3.2,0.35,9.2,Good
2596,5.4,0.24,0.18,2.3,0.05,22,145,0.99207,3.24,0.46,10.3,Disappointing
1541,6.1,0.32,0.24,1.5,36,38,124,0.9898,3.29,0.42,12.4,Good
2828,5.8,0.28,0.27,2.6,54,30,156,0.9914,3.53,0.42,12.4,Disappointing
4437,6.1,0.3,0.47,1.4,49,50,187,0.9927,3.19,0.45,9.5,Disappointing
1348,9.4,0.28,0.3,1.6,45,36,139,0.99534,3.11,0.49,9.3,Disappointing
2383,6.5,0.21,0.35,5.7,43,47,197,0.99392,3.24,0.5,10.1,Good
1556,6.2,0.24,0.22,7.9,53,45,149,0.99545,3.23,0.52,9.3,Disappointing
